name	site	type	phone	full_address	latitude	longitude	rating	working_hours
פורמנ׳ס נווה שאנן	https://furmans.co.il/	פיצרייה	+972 4-888-1205	הגליל 100 חיפה 3268423	32.7870483	35.0205574	4.5	"{"יום שני": "12:00-23:00", "יום שלישי": "12:00-23:00", "יום רביעי": "12:00-23:00", "יום חמישי": "12:00-23:00", "יום שישי": "11:30-14:00", "יום שבת": "21:45-0:00", "יום ראשון": "12:00-23:00"}"
נולה סוקס פאב	https://www.tabitorder.com/?site=5fd0c7ec490a6f0be67ce830	מסעדה	+972 77-792-9159	שלום עליכם 4 חיפה	32.7825326	35.0150947	4.3	"{"יום שני": "17:30-2:00", "יום שלישי": "17:30-2:00", "יום רביעי": "17:30-2:00", "יום חמישי": "17:30-2:00", "יום שישי": "12:00-2:00", "יום שבת": "17:30-2:00", "יום ראשון": "17:30-2:00"}"
דומינו'ס פיצה חיפה - נווה שאנן	http://www.dominos.co.il/%D7%A1%D7%A0%D7%99%D7%A3-%D7%97%D7%99%D7%A4%D7%94-%D7%A0%D7%95%D7%95%D7%94-%D7%A9%D7%90%D7%A0%D7%9F	פיצריה עם שירות משלוחים	+972 76-804-8974	שלום עליכם 1 חיפה	32.7830897	35.0148715	3.8	"{"יום שני": "12:00-1:00", "יום שלישי": "12:00-1:00", "יום רביעי": "12:00-1:00", "יום חמישי": "12:00-2:00", "יום שישי": "12:00-2:00", "יום שבת": "12:00-23:00", "יום ראשון": "12:00-1:00"}"
טאבון בגן האםפיצות בטאבון בחיפה Pizza		פיצרייה	+972 54-465-0255	שדרות הנשיא 116 חיפה	32.805635	34.9872333	4.5	"{"יום שני": "11:00-0:00", "יום שלישי": "11:00-0:00", "יום רביעי": "11:00-0:00", "יום חמישי": "11:00-0:00", "יום שישי": "11:00-15:00", "יום שבת": "18:00-0:00", "יום ראשון": "11:00-0:00"}"
ארומה Aroma	https://israelbusinessguide.com/catalog/hayfa/aroma_/	בית קפה	+972 4-812-3965	grand canyon דרך שמחה גולן 54 חיפה	32.7894923	35.0084995	4	"{"יום שני": "8:30-20:00", "יום שלישי": "8:30-20:00", "יום רביעי": "8:30-20:00", "יום חמישי": "8:30-20:00", "יום שישי": "8:00-15:00", "יום שבת": "19:00-22:00", "יום ראשון": "8:30-20:00"}"
פיצה שמש - סניף חיפה	https://pizza-shemesh.co.il/	פיצרייה	+972 4-611-6565	גאולה 31 חיפה 3319705	32.8024475	35.0007933	4.6	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "11:00-15:30", "יום שבת": "21:00-0:00", "יום ראשון": "11:00-23:00"}"
דומינו'ס פיצה חיפה - סניף מוריה	https://www.dominos.co.il/%D7%A1%D7%A0%D7%99%D7%A3-%D7%97%D7%99%D7%A4%D7%94-%D7%9E%D7%95%D7%A8%D7%99%D7%94	פיצריה עם שירות משלוחים	+972 76-804-8974	שדרות מוריה 108 חיפה	32.7902159	34.9863993	3.6	"{"יום שני": "12:00-2:00", "יום שלישי": "12:00-2:00", "יום רביעי": "12:00-2:00", "יום חמישי": "12:00-2:00", "יום שישי": "12:00-2:00", "יום שבת": "12:00-2:00", "יום ראשון": "12:00-2:00"}"
סול אנד פפר בר סלטים בחיפה		חנות סלטים	+972 54-256-0485	ורדיה 12 חיפה 3473402	32.7949934	34.9966651	5	"{"יום שני": "9:00-19:00", "יום שלישי": "9:00-19:00", "יום רביעי": "9:00-19:00", "יום חמישי": "9:00-19:00", "יום שישי": "סגור", "יום שבת": "סגור", "יום ראשון": "9:00-19:00"}"
יומנגס נשר	http://www.humongous.co.il/	מסעדת המבורגרים	+972 9-894-3656	דרך בר יהודה 147 נשר	32.7780639	35.0406354	4.3	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-2:00", "יום שישי": "12:00-2:00", "יום שבת": "12:00-0:00", "יום ראשון": "12:00-0:00"}"
בסרביה	https://www.zooz360.co.il/main.asp?id=310	מסעדה	+972 4-872-4430	דרך בר יהודה 131 נשר	32.7846641	35.031578	4.2	"{"יום שני": "11:00-20:00", "יום שלישי": "11:00-20:00", "יום רביעי": "11:00-20:00", "יום חמישי": "11:00-20:00", "יום שישי": "11:00-23:30", "יום שבת": "11:00-17:00", "יום ראשון": "סגור"}"
חומוס אליהו נשר	https://www.facebook.com/%D7%97%D7%95%D7%9E%D7%95%D7%A1-%D7%90%D7%9C%D7%99%D7%94%D7%95-%D7%A0%D7%A9%D7%A8-109472823757429/	מסעדה צמחונית	+972 4-605-5552	המסילה 17 נשר	32.7820842	35.0364959	4.7	"{"יום שני": "10:00-16:00", "יום שלישי": "10:00-16:00", "יום רביעי": "10:00-16:00", "יום חמישי": "10:00-16:00", "יום שישי": "9:00-14:00", "יום שבת": "סגור", "יום ראשון": "10:00-16:00"}"
פיתה דרוזית הכרמל		מסעדה		Horshat ha arbaim נשר 3009000	32.7568309	35.0234566	4.8	"{"יום שני": "סגור", "יום שלישי": "סגור", "יום רביעי": "סגור", "יום חמישי": "סגור", "יום שישי": "סגור", "יום שבת": "8:00-17:00", "יום ראשון": "סגור"}"
ביגה נשר		מסעדה	+972 4-833-5588	התעשייה 51 נשר	32.7724304	35.0479545	4.2	"{"יום שני": "8:00-15:30", "יום שלישי": "8:00-15:30", "יום רביעי": "8:00-15:30", "יום חמישי": "8:00-15:30", "יום שישי": "סגור", "יום שבת": "סגור", "יום ראשון": "8:00-15:30"}"
בולס נשר Bulls Chef Burger	http://bullsburger.co.il/	מסעדת המבורגרים	+972 1-700-700-722	המרגנית 1 נשר 3674006	32.7738151	35.0301094	4.2	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-0:00", "יום שישי": "12:00-17:00", "יום שבת": "20:00-0:00", "יום ראשון": "12:00-0:00"}"
פיצה מאנצ נשר	https://pizzamanch.co.il/	פיצרייה	+972 4-620-6161	המרגנית 1 נשר 3674006	32.7739259	35.0297263	4.3	"{"יום שני": "11:30-0:45", "יום שלישי": "11:30-0:45", "יום רביעי": "11:30-0:45", "יום חמישי": "11:30-0:45", "יום שישי": "11:30-14:00", "יום שבת": "19:00-0:45", "יום ראשון": "11:30-0:45"}"
חומוס ג'ורג	https://www.10bis.co.il/next/restaurants/menu/delivery/24685/%D7%97%D7%95%D7%9E%D7%95%D7%A1%20%D7%90%D7%91%D7%95%20%D7%9E%D7%A8%D7%95%D7%9F	מסעדה	+972 4-638-3838	המלאכה 4 נשר	32.7719527	35.04792	4.3	"{"יום שני": "8:30-16:00", "יום שלישי": "8:30-16:00", "יום רביעי": "8:30-16:00", "יום חמישי": "8:30-16:00", "יום שישי": "8:30-15:30", "יום שבת": "סגור", "יום ראשון": "8:30-16:00"}"
בית הסטייק		מסעדה כשרה	+972 53-944-3057	"אזה"ת תל-חנן התעשייה 17 נשר"	32.7756443	35.0439299	4	"{"יום שני": "11:00-21:00", "יום שלישי": "11:00-21:00", "יום רביעי": "11:00-21:00", "יום חמישי": "11:00-21:00", "יום שישי": "9:00-14:00", "יום שבת": "סגור", "יום ראשון": "11:00-21:00"}"
פיצה בלה	http://pizzabella.co.il/	פיצרייה	+972 4-820-2929	האלון 33 נשר	32.7699591	35.0314224	4.4	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "סגור", "יום שבת": "18:00-23:00", "יום ראשון": "11:00-23:00"}"
אמריקן פיצה נשר	https://apps.apple.com/il/app/%D7%90%D7%9E%D7%A8%D7%99%D7%A7%D7%9F-%D7%A4%D7%99%D7%A6%D7%94/id1479527298?l=he	פיצריה עם שירות משלוחים	+972 4-880-9191	דרך בר יהודה 58 נשר	32.7754444	35.0414324	4.4	"{"יום שני": "10:00-23:15", "יום שלישי": "10:00-23:15", "יום רביעי": "10:00-23:14", "יום חמישי": "10:00-23:15", "יום שישי": "10:00-14:00", "יום שבת": "18:30-23:15", "יום ראשון": "10:00-23:15"}"
סביחא		מסעדה	+972 55-278-2795	דרך השלום 26 נשר	32.7699977	35.0468783	4.9	"{"יום שני": "10:00-19:00", "יום שלישי": "10:00-19:00", "יום רביעי": "10:00-19:00", "יום חמישי": "10:00-19:00", "יום שישי": "10:00-15:00", "יום שבת": "סגור", "יום ראשון": "10:00-19:00"}"
אולמי הינומה		מסעדה		דרך משה 6 נשר	32.769081	35.0492738	4.4	"{"יום שני": "9:00-23:00", "יום שלישי": "9:00-23:00", "יום רביעי": "9:00-23:00", "יום חמישי": "9:00-23:00", "יום שישי": "9:00-15:00", "יום שבת": "סגור", "יום ראשון": "9:00-23:00"}"
Nesher Park suspension bridges	http://www.kkl.org.il/recreation-and-tours/scenic-lookouts/scenic-lookouts-north/nesher-park/	שמורת טבע		נשר	32.7672437	35.0248436	4.6	"{"יום שני": "פתוח 24 שעות", "יום שלישי": "פתוח 24 שעות", "יום רביעי": "פתוח 24 שעות", "יום חמישי": "פתוח 24 שעות", "יום שישי": "פתוח 24 שעות", "יום שבת": "פתוח 24 שעות", "יום ראשון": "פתוח 24 שעות"}"
שופרסל דיל אקסטרה	http://www.shufersal.co.il/	סופרמרקט זול	+972 4-820-9401	דרך בר יהודה 147 נשר 3688306	32.7804467	35.0380194	4	"{"יום שני": "9:00-22:00", "יום שלישי": "9:00-22:00", "יום רביעי": "9:00-22:00", "יום חמישי": "9:00-23:00", "יום שישי": "8:00-14:00", "יום שבת": "20:15-23:00", "יום ראשון": "9:00-22:00"}"
ג׳פניקה צ׳ק פוסט כשר | JAPANIKA CHECK POST KOSHER		מסעדה אסייתית	+972 3-723-6100	דרך ישראל בר יהודה 111 חיפה	32.7869677	35.0301587	4	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-0:00", "יום שישי": "12:00-14:00", "יום שבת": "18:30-0:00", "יום ראשון": "12:00-0:00"}"
Cafe Haifa		חנות		34 יוחנן הקדוש 32 חיפה	32.8167601	34.994084	5	"{"יום שני": "9:00-19:00", "יום שלישי": "9:00-19:00", "יום רביעי": "9:00-19:00", "יום חמישי": "9:00-19:00", "יום שישי": "9:00-15:00", "יום שבת": "סגור", "יום ראשון": "9:00-19:00"}"
אוא קפה בעיר		בית קפה	+972 4-864-0192	דרך העצמאות 53 חיפה	32.8202076	34.9984045	4.5	"{"יום שני": "7:00-17:30", "יום שלישי": "7:00-17:30", "יום רביעי": "7:00-17:30", "יום חמישי": "7:00-17:30", "יום שישי": "7:00-13:00", "יום שבת": "סגור", "יום ראשון": "7:00-17:30"}"
LAYLA ليلى ליילא‎	http://facebook.com/LaylaOriental	בר נרגילה	+972 50-854-3212	שרה 2 חיפה 3326304	32.8198051	34.9964866	4.8	"{"יום שני": "11:00-1:00", "יום שלישי": "11:00-1:00", "יום רביעי": "11:00-1:00", "יום חמישי": "11:00-2:00", "יום שישי": "11:00-2:00", "יום שבת": "12:00-1:00", "יום ראשון": "11:00-1:00"}"
Kashtan Cafe		בית קפה		קהילת סלוניקי 12 חיפה 3216814	32.8184146	34.9991808	4.4	"{"יום שני": "8:00-18:00", "יום שלישי": "8:00-18:00", "יום רביעי": "8:00-18:00", "יום חמישי": "8:00-18:00", "יום שישי": "8:00-18:00", "יום שבת": "10:00-18:00", "יום ראשון": "סגור"}"
קפה הפינה		בית קפה	+972 4-627-5846	מסדה 43 חיפה	32.8103444	34.9915941	4.5	"{"יום שני": "7:30-20:00", "יום שלישי": "7:30-20:00", "יום רביעי": "7:30-20:00", "יום חמישי": "7:30-20:00", "יום שישי": "סגור", "יום שבת": "סגור", "יום ראשון": "7:30-20:00"}"
קפה נעימה Caffe Naima	https://www.naima-coffee.com/	בית קפה		דרך יפו 49 חיפה	32.8201905	34.9964979	4.7	"{"יום שני": "7:00-18:00", "יום שלישי": "7:00-18:00", "יום רביעי": "7:00-18:00", "יום חמישי": "7:00-18:00", "יום שישי": "7:00-17:00", "יום שבת": "9:00-16:00", "יום ראשון": "7:00-18:00"}"
קפה קפה	https://cafecafe-technion.web.delivery/menu/	בית קפה	+972 4-999-5161	בית הסטודנט קרית הטכניון חיפה	32.7765141	35.0226502	4.2	"{"יום שני": "7:30-20:00", "יום שלישי": "7:30-20:00", "יום רביעי": "7:30-20:00", "יום חמישי": "7:30-20:00", "יום שישי": "7:30-14:00", "יום שבת": "סגור", "יום ראשון": "7:30-20:00"}"
קפה חיפה		בית קפה		ואדי 21 חיפה	32.8171673	34.9939515	4.4	"{"יום שני": "8:00-17:00", "יום שלישי": "8:00-15:00", "יום רביעי": "8:00-17:00", "יום חמישי": "8:00-17:00", "יום שישי": "7:30-17:30", "יום שבת": "9:00-17:30", "יום ראשון": "סגור"}"
ארומה	https://israelbusinessguide.com/catalog/nesher/aroma/	בית קפה	+972 4-821-8880	דרך בר יהודה 147 נשר 3688306	32.7782214	35.0390189	4	"{"יום שני": "6:30-20:00", "יום שלישי": "6:30-20:00", "יום רביעי": "6:30-20:00", "יום חמישי": "6:30-20:00", "יום שישי": "6:30-14:30", "יום שבת": "סגור", "יום ראשון": "6:30-20:00"}"
קפה גרג		בית קפה		דרך בר יהודה 111 נשר	32.77145	35.0466308	3.5	"{"יום שני": "8:00-22:30", "יום שלישי": "8:00-22:30", "יום רביעי": "8:00-22:30", "יום חמישי": "8:00-22:30", "יום שישי": "8:00-14:30", "יום שבת": "20:30-23:00", "יום ראשון": "8:00-22:30"}"
מאפיית אריאל		בית קפה	+972 4-644-5566	נשר	32.7707867	35.0475776	4.1	"{"יום שני": "6:30-21:30", "יום שלישי": "6:30-20:30", "יום רביעי": "6:30-21:30", "יום חמישי": "6:30-21:30", "יום שישי": "6:00-15:00", "יום שבת": "סגור", "יום ראשון": "6:30-21:30"}"
לנדוור מהדרין ביג צ'ק פוסט חיפה		ביסטרו	+972 4-626-7717	דרך בר יהודה 111 חיפה 3295008	32.7869674	35.0301451	3.8	"{"יום שני": "9:00-22:30", "יום שלישי": "9:00-22:30", "יום רביעי": "9:00-22:30", "יום חמישי": "9:00-22:30", "יום שישי": "8:00-14:00", "יום שבת": "18:00-22:30", "יום ראשון": "9:00-22:30"}"
סנטה מריה		בית קפה	+972 4-859-7518	דרך סטלה מריס 101 חיפה	32.8269322	34.9693839	4.1	"{"יום שני": "8:00-22:30", "יום שלישי": "8:00-22:30", "יום רביעי": "8:00-22:30", "יום חמישי": "8:00-22:30", "יום שישי": "8:00-23:30", "יום שבת": "8:00-23:00", "יום ראשון": "8:00-22:30"}"
גרג צ'ק פוסט	http://gregcafe.co.il/	בית קפה	+972 4-622-1199	דרך בר יהודה 111 חיפה	32.7854058	35.0308736	4.1	"{"יום שני": "8:00-22:00", "יום שלישי": "8:00-22:00", "יום רביעי": "8:00-22:00", "יום חמישי": "8:00-22:00", "יום שישי": "8:00-15:00", "יום שבת": "20:30-23:00", "יום ראשון": "8:00-22:00"}"
Cafe Masada		בית קפה	+972 77-525-1312	מסדה 16 חיפה	32.8094721	34.9939142	4.5	"{"יום שני": "8:00-0:00", "יום שלישי": "8:00-0:00", "יום רביעי": "8:00-0:00", "יום חמישי": "8:00-0:00", "יום שישי": "8:00-0:00", "יום שבת": "8:00-0:00", "יום ראשון": "8:00-0:00"}"
מסעדת הוואנה פלוס חיפה		מסעדה	+972 4-851-1919	שדרות בן גוריון 12 חיפה 3502206	32.8222444	34.9918241	4.3	"{"יום שני": "9:00-1:00", "יום שלישי": "9:00-1:00", "יום רביעי": "9:00-1:00", "יום חמישי": "9:00-1:00", "יום שישי": "9:00-1:00", "יום שבת": "9:00-1:00", "יום ראשון": "9:00-1:00"}"
צפרירים 1	http://www.zafririm1.co.il/	מסעדה	+972 4-811-2235	צפרירים 1 חיפה	32.7968544	34.983835	4.5	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-0:00", "יום שישי": "12:00-0:00", "יום שבת": "12:00-0:00", "יום ראשון": "12:00-0:00"}"
BP - בורגר פלייס חיפה	http://www.bprest.co.il/	מסעדה כשרה	+972 4-872-1988	שדרות ההסתדרות 157 חיפה 26299	32.8027413	35.0527499	4.7	"{"יום שני": "11:30-0:00", "יום שלישי": "11:30-0:00", "יום רביעי": "11:30-0:00", "יום חמישי": "11:30-0:30", "יום שישי": "סגור", "יום שבת": "19:30-0:30", "יום ראשון": "11:30-0:00"}"
חומוס BAR	https://hummusbar.co.il/	מסעדה טבעונית	+972 4-690-6808	נתנזון 22 חיפה	32.8168904	35.0010783	4.7	"{"יום שני": "11:30-21:00", "יום שלישי": "11:30-21:00", "יום רביעי": "11:30-21:00", "יום חמישי": "11:30-21:00", "יום שישי": "11:30-21:00", "יום שבת": "12:00-21:00", "יום ראשון": "11:30-21:00"}"
גולדפיש		מסעדת מאכלי ים	+972 4-855-2663	א.ל. זיסו 26 חיפה	32.8276696	34.9870884	4.3	"{"יום שני": "12:00-20:30", "יום שלישי": "12:00-20:30", "יום רביעי": "12:00-20:30", "יום חמישי": "12:00-20:30", "יום שישי": "12:00-20:30", "יום שבת": "12:00-20:30", "יום ראשון": "סגור"}"
ביץ׳ קלאב חיפה - Beach Club Haifa	https://www.beachclubhaifa.co.il/	מסעדה	+972 4-662-6791	יוחאי בן נון חיפה	32.79039	34.9558143	4.3	"{"יום שני": "9:00-22:00", "יום שלישי": "9:00-22:00", "יום רביעי": "9:00-22:00", "יום חמישי": "9:00-0:00", "יום שישי": "9:00-23:00", "יום שבת": "9:00-23:00", "יום ראשון": "16:00-22:00"}"
"מסעדת אבו יוסף ובניו בע"מ"		מסעדה מזרח תיכונית	+972 4-866-3723	"שדרות הפלי"ם 1 חיפה"	32.8171032	34.999895	4.3	"{"יום שני": "7:30-16:00", "יום שלישי": "7:30-16:00", "יום רביעי": "7:30-16:00", "יום חמישי": "7:30-16:00", "יום שישי": "7:30-16:00", "יום שבת": "7:30-17:00", "יום ראשון": "7:30-16:00"}"
Shrimps House	https://israelbusinessguide.com/catalog/hayfa/shrimps_house_hayfa/	מסעדת מאכלי ים	+972 4-852-0896	שדרות ההגנה 105 חיפה	32.8294968	34.964408	4.3	"{"יום שני": "12:00-22:00", "יום שלישי": "12:00-22:00", "יום רביעי": "12:00-22:00", "יום חמישי": "12:00-22:00", "יום שישי": "12:00-22:00", "יום שבת": "12:00-22:00", "יום ראשון": "12:00-17:00"}"
קלמנ'ס בר/מסעדה יוונית שמחה בנמל	https://www.facebook.com/kalmamspub/	מסעדה	+972 4-862-0525	הנמל 3 חיפה	32.8173767	35.0025373	4.4	"{"יום שני": "11:00-16:30", "יום שלישי": "11:00-16:30", "יום רביעי": "11:00-16:30", "יום חמישי": "11:00-16:30", "יום שישי": "11:00-16:30", "יום שבת": "סגור", "יום ראשון": "סגור"}"
טאטאמי	https://tatami-sushi.co.il/	מסעדה אסייתית	+972 4-643-6688	ברחבה של קניון כיכר האודיטוריום 134 שדרות הנשיא חיפה	32.8032492	34.9854953	4.2	"{"יום שני": "12:00-23:30", "יום שלישי": "12:00-23:30", "יום רביעי": "12:00-23:30", "יום חמישי": "12:00-23:30", "יום שישי": "12:00-23:30", "יום שבת": "12:00-23:30", "יום ראשון": "12:00-23:30"}"
שווארמה בילי חיפה	https://shawarmabilli.co.il/	מסעדה	+972 4-824-7606	שדרות הנשיא 130 חיפה	32.8035689	34.9866844	4.3	"{"יום שני": "10:30-23:30", "יום שלישי": "10:30-23:30", "יום רביעי": "10:30-23:30", "יום חמישי": "10:30-23:30", "יום שישי": "10:30-2:30", "יום שבת": "12:00-23:30", "יום ראשון": "10:30-23:30"}"
קינג קונג חיפה מרכז חורב	https://www.kingkong.co.il/	מסעדה אסייתית	+972 77-724-2083	חורב 15 חיפה 3434119	32.7847763	34.9872942	4.5	"{"יום שני": "12:00-23:00", "יום שלישי": "12:00-23:00", "יום רביעי": "12:00-23:00", "יום חמישי": "12:00-23:00", "יום שישי": "12:00-23:00", "יום שבת": "12:00-23:00", "יום ראשון": "12:00-23:00"}"
מסעדת דוזאן	https://www.rest.co.il/rest/80330935/	מסעדה	+972 53-944-3301	שדרות בן גוריון 35 חיפה	32.8198812	34.9906853	4.2	"{"יום שני": "10:00-23:00", "יום שלישי": "10:00-23:00", "יום רביעי": "10:00-23:00", "יום חמישי": "10:00-23:00", "יום שישי": "10:00-23:00", "יום שבת": "10:00-23:00", "יום ראשון": "10:00-23:00"}"
Rabbit Hole		מסעדה טבעונית		מסדה 16 חיפה 3307429	32.809478	34.9938745	4.4	"{"יום שני": "17:00-2:00", "יום שלישי": "17:00-2:00", "יום רביעי": "17:00-2:00", "יום חמישי": "17:00-2:00", "יום שישי": "17:00-2:00", "יום שבת": "17:00-2:00", "יום ראשון": "18:00-2:00"}"
Monte Carmelo		מסעדה		חיפה	32.8267455	34.9693547	4.3	"{"יום שני": "8:00-22:30", "יום שלישי": "8:00-22:30", "יום רביעי": "8:00-22:30", "יום חמישי": "8:00-22:30", "יום שישי": "7:30-0:30", "יום שבת": "7:30-0:30", "יום ראשון": "8:00-22:30"}"
אבו מוסא		מסעדת מזון מהיר	+972 54-545-5945	Unnamed Road חיפה	32.8325385	34.9876007	4.8	"{"יום שני": "9:00-18:00", "יום שלישי": "9:00-18:00", "יום רביעי": "9:00-18:00", "יום חמישי": "9:00-18:00", "יום שישי": "9:00-18:00", "יום שבת": "9:00-18:00", "יום ראשון": "9:00-18:00"}"
עראבסקה	https://bit.ly/ArabeskaFood	מסעדה	+972 58-720-2007	לונץ 7 חיפה 3317118	32.8080859	35.0021953	4.6	"{"יום שני": "10:30-18:00", "יום שלישי": "10:30-18:00", "יום רביעי": "10:30-18:00", "יום חמישי": "10:30-18:00", "יום שישי": "10:00-18:00", "יום שבת": "10:15-18:00", "יום ראשון": "סגור"}"
מסעדת chef kesar	https://www.rest.co.il/rest/80352944/	מסעדה הודית	+972 58-544-6586	סירקין 11 חיפה 3311615	32.8103328	34.9998221	4.4	"{"יום שני": "12:00-22:00", "יום שלישי": "12:00-22:00", "יום רביעי": "12:00-22:00", "יום חמישי": "12:00-22:00", "יום שישי": "12:00-17:00", "יום שבת": "סגור", "יום ראשון": "סגור"}"
שווארמה אמיל	https://www.instagram.com/shawarma.emil/	מסעדת שווארמה	+972 4-851-7096	שדרות המגינים 68 חיפה	32.8200884	34.9944481	4.5	"{"יום שני": "10:00-17:00", "יום שלישי": "10:00-17:00", "יום רביעי": "10:00-17:00", "יום חמישי": "10:00-17:00", "יום שישי": "10:00-17:00", "יום שבת": "סגור", "יום ראשון": "10:00-17:00"}"
"סילבה קפה בע"מ"	https://m.facebook.com/SilvaCafe120/	מסעדה	+972 4-811-4442	שדרות מוריה 120 חיפה	32.7886642	34.9865124	4.4	"{"יום שני": "פתוח 24 שעות", "יום שלישי": "פתוח 24 שעות", "יום רביעי": "פתוח 24 שעות", "יום חמישי": "פתוח 24 שעות", "יום שישי": "פתוח 24 שעות", "יום שבת": "פתוח 24 שעות", "יום ראשון": "פתוח 24 שעות"}"
BBB חיפה	https://www.burgus.co.il/haifa/	מסעדת המבורגרים	+972 4-621-9034	שדרות הנשיא 134 חיפה	32.8032586	34.9858432	4	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-0:00", "יום שישי": "12:00-1:00", "יום שבת": "12:00-0:00", "יום ראשון": "12:00-0:00"}"
BLACK גרנד קניון חיפה	http://blackbarburger.co.il/	מסעדה כשרה	+972 4-842-2400	גרנד קניון דרך שמחה גולן 54 חיפה	32.789468	35.007145	4.3	"{"יום שני": "11:30-21:30", "יום שלישי": "11:30-21:30", "יום רביעי": "11:30-21:30", "יום חמישי": "11:30-21:30", "יום שישי": "11:30-15:00", "יום שבת": "סגור", "יום ראשון": "11:30-21:30"}"
איל גוסטו חיפה		מסעדה		דרך שמחה גולן 54 חיפה	32.7897693	35.0080075	4	"{"יום שני": "9:00-22:00", "יום שלישי": "9:00-22:00", "יום רביעי": "9:00-22:00", "יום חמישי": "9:00-22:00", "יום שישי": "9:00-15:00", "יום שבת": "18:10-23:00", "יום ראשון": "9:00-22:00"}"
Babulini באבוליני	http://babulini.com/	מסעדה	+972 53-472-7777	סעדיה גאון 9 חיפה 3559217	32.8187928	34.9623542	5	"{"יום שני": "10:00-0:00", "יום שלישי": "10:00-0:00", "יום רביעי": "10:00-0:00", "יום חמישי": "10:00-0:00", "יום שישי": "10:00-0:00", "יום שבת": "10:00-0:00", "יום ראשון": "10:00-0:00"}"
עולם האוכל		מסעדה	+972 4-840-8433	השיש 31 מפרץ חיפה	32.80835	35.061492	4.1	"{"יום שני": "9:00-16:00", "יום שלישי": "9:00-16:00", "יום רביעי": "9:00-16:00", "יום חמישי": "9:00-16:00", "יום שישי": "9:00-15:00", "יום שבת": "סגור", "יום ראשון": "9:00-16:00"}"
MILE MALA מסעדה	https://www.facebook.com/milemala04/	מסעדה	+972 58-789-6033	סירקין 21 חיפה	32.8099021	35.0006637	4.5	"{"יום שני": "סגור", "יום שלישי": "11:00-16:00", "יום רביעי": "11:00-16:00", "יום חמישי": "11:00-16:00", "יום שישי": "9:00-15:00", "יום שבת": "10:00-16:00", "יום ראשון": "11:00-16:00,19:00-22:00"}"
RUBEN נווה שאנן	https://www.rubenisrael.co.il/branches/neve	מסעדת המבורגרים	+972 4-666-5265	הגליל 100 חיפה 3268423	32.7870479	35.0205165	4.2	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-0:00", "יום חמישי": "11:00-0:00", "יום שישי": "11:00-14:30", "יום שבת": "18:30-23:00", "יום ראשון": "11:00-23:00"}"
מקדונלד'ס - חיפה (סיטי סנטר)	https://www.mcdonalds.co.il/	מסעדת מזון מהיר	+972 52-944-0063	שדרות בן גוריון 6 חיפה 3541416	32.8230635	34.9918239	3.5	"{"יום שני": "11:00-22:00", "יום שלישי": "11:00-22:00", "יום רביעי": "11:00-22:00", "יום חמישי": "11:00-22:00", "יום שישי": "11:00-22:00", "יום שבת": "11:00-22:00", "יום ראשון": "11:00-22:00"}"
יהללו מבית יא ג'אמעה בשר לנדא חלק (תעודת כשרות - רבנות חיפה מהדרין)		מסעדת בשרים	+972 54-554-5556	הרב הרצוג 3 חיפה	32.8068177	35.0012791	4.7	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-2:00", "יום שישי": "סגור", "יום שבת": "סגור", "יום ראשון": "12:00-0:00"}"
Brand sushi	https://wa.me/c/972503202608	מסעדה יפנית	+972 50-320-2608	נוגה 4 חיפה 33113	32.7980264	34.979474	5	"{"יום שני": "10:00-22:00", "יום שלישי": "10:00-22:00", "יום רביעי": "10:00-22:00", "יום חמישי": "10:00-22:00", "יום שישי": "10:00-22:00", "יום שבת": "סגור", "יום ראשון": "10:00-22:00"}"
פלאפל ג'ורג'		מסעדת פלאפל	+972 50-529-2089	שוק חיפה יוחנן הקדוש 26 חיפה	32.8174619	34.994252	4.8	"{"יום שני": "9:00-17:00", "יום שלישי": "9:00-17:00", "יום רביעי": "9:00-17:00", "יום חמישי": "9:00-17:00", "יום שישי": "9:00-17:00", "יום שבת": "9:00-17:00", "יום ראשון": "9:00-17:00"}"
פלמינגו		מסעדה	+972 4-841-2111	קניון חוצות המפרץ חיפה	32.7940463	34.989571	5	"{"יום שני": "12:00-19:00", "יום שלישי": "11:00-20:30", "יום רביעי": "11:00-20:30", "יום חמישי": "11:00-20:30", "יום שישי": "12:00-16:00", "יום שבת": "12:00-16:00", "יום ראשון": "12:00-19:00"}"
